date,region,product,sales,quantity,customer_age,satisfaction_score,date_year,date_month,date_day,date_dayofweek,date_quarter,sales_bin,quantity_bin,customer_age_bin,satisfaction_score_bin,date_month_bin,date_day_bin,date_dayofweek_bin,sales_per_quantity,sales_per_customer_age,sales_per_satisfaction_score,sales_per_date_year,sales_per_date_month
2023-05-18,West,Product E,2337,40,45,4.35,2023,5,18,3,2,Q3,Q2,Q3,Q5,Q2,Q3,Q3,58.425,51.93333333333333,537.2413793103449,1.1552150271873456,467.4
2023-05-19,South,Product C,1406,66,26,2.12,2023,5,19,4,2,Q2,Q4,Q1,Q2,Q2,Q3,Q3,21.303030303030305,54.07692307692308,663.2075471698113,0.6950074147305981,281.2
2023-05-20,East,Product A,4129,25,43,3.57,2023,5,20,5,2,Q5,Q2,Q3,Q4,Q2,Q4,Q4,165.16,96.02325581395348,1156.5826330532213,2.041028175976273,825.8
2023-05-21,West,Product C,2775,73,26,3.78,2023,5,21,6,2,Q3,Q4,Q1,Q4,Q2,Q4,Q5,38.013698630136986,106.73076923076923,734.1269841269842,1.3717251606524963,555.0
2023-05-22,South,Product E,1382,22,32,3.05,2023,5,22,0,2,Q2,Q2,Q2,Q3,Q2,Q4,Q1,62.81818181818182,43.1875,453.11475409836066,0.6831438457736035,276.4
2023-05-23,South,Product B,809,4,27,2.22,2023,5,23,1,2,Q1,Q1,Q1,Q2,Q2,Q4,Q1,202.25,29.962962962962962,364.4144144144144,0.3999011369253584,161.8
2023-05-24,East,Product D,4844,26,41,1.85,2023,5,24,2,2,Q5,Q2,Q3,Q1,Q2,Q4,Q2,186.30769230769232,118.14634146341463,2618.3783783783783,2.394463667820069,968.8
2023-05-25,West,Product E,4513,58,74,1.13,2023,5,25,3,2,Q5,Q3,Q5,Q1,Q2,Q4,Q3,77.8103448275862,60.986486486486484,3993.8053097345137,2.230845279288186,902.6
2023-05-26,East,Product E,3848,29,59,2.22,2023,5,26,4,2,Q4,Q2,Q4,Q2,Q2,Q5,Q3,132.68965517241378,65.22033898305085,1733.3333333333333,1.902125556104795,769.6
2023-05-27,West,Product E,4879,98,25,3.61,2023,5,27,5,2,Q5,Q5,Q1,Q4,Q2,Q5,Q4,49.785714285714285,195.16,1351.5235457063714,2.411764705882353,975.8
2023-05-28,West,Product E,763,87,41,4.75,2023,5,28,6,2,Q1,Q5,Q3,Q5,Q2,Q5,Q5,8.770114942528735,18.609756097560975,160.6315789473684,0.3771626297577855,152.6
2023-05-29,North,Product A,2098,37,33,4.48,2023,5,29,0,2,Q2,Q2,Q2,Q5,Q2,Q5,Q1,56.7027027027027,63.57575757575758,468.3035714285714,1.037073652990608,419.6
2023-05-30,South,Product E,3545,75,66,4.06,2023,5,30,1,2,Q4,Q4,Q5,Q4,Q2,Q5,Q1,47.266666666666666,53.71212121212121,873.152709359606,1.7523479980227386,709.0
2023-05-31,South,Product C,3843,70,43,4.15,2023,5,31,2,2,Q4,Q4,Q3,Q4,Q2,Q5,Q2,54.9,89.37209302325581,926.0240963855421,1.8996539792387543,768.6
2023-06-01,North,Product A,1595,18,44,3.66,2023,6,1,3,2,Q2,Q1,Q3,Q4,Q3,Q1,Q3,88.61111111111111,36.25,435.79234972677597,0.7884330202669303,265.8333333333333
2023-06-02,East,Product B,3404,85,54,2.04,2023,6,2,4,2,Q4,Q5,Q4,Q2,Q3,Q1,Q3,40.04705882352941,63.03703703703704,1668.627450980392,1.6826495304003954,567.3333333333334
2023-06-03,North,Product C,3863,42,21,4.63,2023,6,3,5,2,Q4,Q3,Q1,Q5,Q3,Q1,Q4,91.97619047619048,183.95238095238096,834.341252699784,1.9095402867029165,643.8333333333334
2023-06-04,South,Product C,1953,41,67,3.68,2023,6,4,6,2,Q2,Q3,Q5,Q4,Q3,Q1,Q5,47.63414634146341,29.149253731343283,530.7065217391304,0.9653979238754326,325.5
2023-06-05,South,Product C,4759,38,41,3.24,2023,6,5,0,2,Q5,Q2,Q3,Q3,Q3,Q1,Q1,125.23684210526316,116.07317073170732,1468.827160493827,2.35244686109738,793.1666666666666
2023-06-06,North,Product C,1391,34,36,1.44,2023,6,6,1,2,Q2,Q2,Q2,Q1,Q3,Q1,Q1,40.911764705882355,38.638888888888886,965.9722222222223,0.6875926841324765,231.83333333333334
2023-06-07,North,Product A,3681,17,53,3.0,2023,6,7,2,2,Q4,Q1,Q4,Q3,Q3,Q1,Q2,216.52941176470588,69.45283018867924,1227.0,1.819574888779041,613.5
2023-06-08,North,Product B,3557,37,56,2.84,2023,6,8,3,2,Q4,Q2,Q4,Q3,Q3,Q2,Q3,96.13513513513513,63.517857142857146,1252.4647887323945,1.7582797825012357,592.8333333333334
2023-06-09,South,Product B,1736,25,27,4.46,2023,6,9,4,2,Q2,Q2,Q1,Q5,Q3,Q2,Q3,69.44,64.29629629629629,389.23766816143495,0.8581314878892734,289.3333333333333
2023-06-10,North,Product E,3796,76,42,3.19,2023,6,10,5,2,Q4,Q4,Q3,Q3,Q3,Q2,Q4,49.94736842105263,90.38095238095238,1189.9686520376176,1.8764211566979734,632.6666666666666
2023-06-11,North,Product D,3099,87,35,2.52,2023,6,11,6,2,Q4,Q5,Q2,Q2,Q3,Q2,Q5,35.62068965517241,88.54285714285714,1229.7619047619048,1.5318833415719229,516.5
2023-06-12,East,Product A,3252,86,36,4.91,2023,6,12,0,2,Q4,Q5,Q2,Q5,Q3,Q2,Q1,37.81395348837209,90.33333333333333,662.3217922606924,1.6075135936727631,542.0
2023-06-13,North,Product B,798,85,53,1.44,2023,6,13,1,2,Q1,Q5,Q4,Q1,Q3,Q2,Q1,9.388235294117647,15.056603773584905,554.1666666666667,0.3944636678200692,133.0
2023-06-14,South,Product A,2260,27,27,2.69,2023,6,14,2,2,Q3,Q2,Q1,Q2,Q3,Q3,Q2,83.70370370370371,83.70370370370371,840.1486988847583,1.1171527434503212,376.6666666666667
2023-06-15,East,Product A,4197,57,50,1.17,2023,6,15,3,2,Q5,Q3,Q3,Q1,Q3,Q3,Q3,73.63157894736842,83.94,3587.1794871794873,2.074641621354424,699.5
2023-06-16,West,Product E,4837,31,72,3.96,2023,6,16,4,2,Q5,Q2,Q5,Q4,Q3,Q3,Q3,156.03225806451613,67.18055555555556,1221.4646464646464,2.3910034602076125,806.1666666666666
2023-06-17,South,Product B,954,6,67,4.67,2023,6,17,5,2,Q1,Q1,Q5,Q5,Q3,Q3,Q4,159.0,14.238805970149254,204.2826552462527,0.47157686604053384,159.0
2023-06-18,South,Product D,3574,91,22,2.12,2023,6,18,6,2,Q4,Q5,Q1,Q2,Q3,Q3,Q5,39.27472527472528,162.45454545454547,1685.8490566037735,1.7666831438457735,595.6666666666666
2023-06-19,West,Product D,1807,40,64,4.43,2023,6,19,0,2,Q2,Q2,Q5,Q5,Q3,Q3,Q1,45.175,28.234375,407.900677200903,0.893227879387049,301.1666666666667
2023-06-20,South,Product D,2877,98,66,2.17,2023,6,20,1,2,Q3,Q5,Q5,Q2,Q3,Q4,Q1,29.357142857142858,43.59090909090909,1325.8064516129032,1.4221453287197232,479.5
2023-06-21,West,Product C,1833,12,52,4.64,2023,6,21,2,2,Q2,Q1,Q4,Q5,Q3,Q4,Q2,152.75,35.25,395.0431034482759,0.9060800790904597,305.5
2023-06-22,West,Product B,3610,53,61,4.02,2023,6,22,3,2,Q4,Q3,Q4,Q4,Q3,Q4,Q3,68.11320754716981,59.18032786885246,898.0099502487564,1.7844784972812655,601.6666666666666
2023-06-23,South,Product C,302,71,51,4.22,2023,6,23,4,2,Q1,Q4,Q3,Q5,Q3,Q4,Q3,4.253521126760563,5.921568627450981,71.56398104265404,0.14928324270884824,50.333333333333336
2023-06-24,North,Product C,3355,10,50,1.07,2023,6,24,5,2,Q4,Q1,Q3,Q1,Q3,Q4,Q4,335.5,67.1,3135.5140186915887,1.6584280771131983,559.1666666666666
2023-06-25,North,Product C,4318,45,72,4.85,2023,6,25,6,2,Q5,Q3,Q5,Q5,Q3,Q4,Q5,95.95555555555555,59.97222222222222,890.3092783505156,2.134453781512605,719.6666666666666
2023-06-26,West,Product E,4596,17,38,3.91,2023,6,26,0,2,Q5,Q1,Q2,Q4,Q3,Q5,Q1,270.3529411764706,120.94736842105263,1175.4475703324808,2.271873455264459,766.0
2023-06-27,East,Product E,866,26,34,2.22,2023,6,27,1,2,Q1,Q2,Q2,Q2,Q3,Q5,Q1,33.30769230769231,25.470588235294116,390.09009009009003,0.42807711319822045,144.33333333333334
2023-06-28,West,Product A,4489,85,39,4.32,2023,6,28,2,2,Q5,Q5,Q2,Q5,Q3,Q5,Q2,52.811764705882354,115.1025641025641,1039.1203703703702,2.2189817103311915,748.1666666666666
2023-06-29,West,Product A,2427,92,65,3.0,2023,6,29,3,2,Q3,Q5,Q5,Q3,Q3,Q5,Q3,26.380434782608695,37.33846153846154,809.0,1.1997034107760751,404.5
2023-06-30,West,Product B,3031,62,54,4.49,2023,6,30,4,2,Q3,Q4,Q4,Q5,Q3,Q5,Q3,48.88709677419355,56.129629629629626,675.0556792873051,1.4982698961937717,505.1666666666667
2023-07-01,North,Product B,297,46,32,1.45,2023,7,1,5,3,Q1,Q3,Q2,Q1,Q3,Q1,Q4,6.456521739130435,9.28125,204.82758620689657,0.14681166584280772,42.42857142857143
2023-07-02,North,Product E,2030,64,52,3.81,2023,7,2,6,3,Q2,Q4,Q4,Q4,Q3,Q1,Q5,31.71875,39.03846153846154,532.8083989501313,1.0034602076124568,290.0
2023-07-03,North,Product A,3682,2,45,3.16,2023,7,3,0,3,Q4,Q1,Q3,Q3,Q3,Q1,Q1,1841.0,81.82222222222222,1165.1898734177214,1.820069204152249,526.0
2023-07-04,West,Product A,708,54,24,1.39,2023,7,4,1,3,Q1,Q3,Q1,Q1,Q3,Q1,Q1,13.11111111111111,29.5,509.35251798561154,0.3499752842313396,101.14285714285714
2023-07-05,East,Product C,3372,65,49,1.97,2023,7,5,2,3,Q4,Q4,Q3,Q2,Q3,Q1,Q2,51.87692307692308,68.81632653061224,1711.6751269035533,1.666831438457736,481.7142857142857
2023-07-06,North,Product D,1247,51,28,1.05,2023,7,6,3,3,Q2,Q3,Q1,Q1,Q3,Q1,Q3,24.45098039215686,44.535714285714285,1187.6190476190475,0.6164112703905091,178.14285714285714
2023-07-07,South,Product D,4382,53,-12,2.88,2023,7,7,4,3,Q5,Q3,Q1,Q3,Q3,Q1,Q3,82.67924528301887,-365.1666666666667,1521.5277777777778,2.1660899653979238,626.0
2023-07-08,South,Product D,3497,36,26,2.21,2023,7,8,5,3,Q4,Q2,Q1,Q2,Q3,Q2,Q4,97.13888888888889,134.5,1582.3529411764707,1.7286208601087494,499.57142857142856
2023-07-09,South,Product E,2611,26,31,3.39,2023,7,9,6,3,Q3,Q2,Q2,Q4,Q3,Q2,Q5,100.42307692307692,84.2258064516129,770.2064896755162,1.2906574394463668,373.0
2023-07-10,West,Product D,1894,29,30,2.19,2023,7,10,0,3,Q2,Q2,Q2,Q2,Q3,Q2,Q1,65.3103448275862,63.13333333333333,864.8401826484019,0.9362333168561542,270.57142857142856
2023-07-11,South,Product D,759,21,74,2.2,2023,7,11,1,3,Q1,Q2,Q5,Q2,Q3,Q2,Q1,36.142857142857146,10.256756756756756,345.0,0.375185368264953,108.42857142857143
2023-07-12,West,Product C,2911,11,42,3.97,2023,7,12,2,3,Q3,Q1,Q3,Q4,Q3,Q2,Q2,264.6363636363636,69.30952380952381,733.249370277078,1.4389520514087988,415.85714285714283
2023-07-13,South,Product B,1469,40,19,1.19,2023,7,13,3,3,Q2,Q2,Q1,Q1,Q3,Q2,Q3,36.725,77.3157894736842,1234.453781512605,0.7261492832427089,209.85714285714286
2023-07-14,East,Product E,2086,11,52,4.61,2023,7,14,4,3,Q2,Q1,Q4,Q5,Q3,Q3,Q3,189.63636363636363,40.11538461538461,452.49457700650754,1.0311418685121108,298.0
2023-07-15,West,Product A,246,36,24,4.41,2023,7,15,5,3,Q1,Q2,Q1,Q5,Q3,Q3,Q4,6.833333333333333,10.25,55.78231292517007,0.12160158180919427,35.142857142857146
2023-07-16,South,Product C,3319,59,38,3.67,2023,7,16,6,3,Q4,Q3,Q2,Q4,Q3,Q3,Q5,56.25423728813559,87.34210526315789,904.3596730245232,1.6406327236777063,474.14285714285717
2023-07-17,North,Product D,3011,39,35,3.37,2023,7,17,0,3,Q3,Q2,Q2,Q4,Q3,Q3,Q1,77.2051282051282,86.02857142857142,893.4718100890208,1.4883835887296095,430.14285714285717
2023-07-18,West,Product A,1834,99,20,4.57,2023,7,18,1,3,Q2,Q5,Q1,Q5,Q3,Q3,Q1,18.525252525252526,91.7,401.3129102844639,0.9065743944636678,262.0
2023-07-19,North,Product C,1943,54,59,1.74,2023,7,19,2,3,Q2,Q3,Q4,Q1,Q3,Q3,Q2,35.98148148148148,32.932203389830505,1116.6666666666667,0.9604547701433515,277.57142857142856
2023-07-20,North,Product E,588,98,71,1.32,2023,7,20,3,3,Q1,Q5,Q5,Q1,Q3,Q4,Q3,6.0,8.28169014084507,445.45454545454544,0.2906574394463668,84.0
2023-07-21,North,Product D,3076,55,56,1.96,2023,7,21,4,3,Q4,Q3,Q4,Q2,Q3,Q4,Q3,55.92727272727273,54.92857142857143,1569.387755102041,1.5205140879881365,439.42857142857144
2023-07-22,North,Product E,2059,24,58,4.18,2023,7,22,5,3,Q2,Q2,Q4,Q4,Q3,Q4,Q4,85.79166666666667,35.5,492.5837320574163,1.0177953534354918,294.14285714285717
2023-07-23,South,Product C,2485,22,66,1.14,2023,7,23,6,3,Q3,Q2,Q5,Q1,Q3,Q4,Q5,112.95454545454545,37.65151515151515,2179.824561403509,1.2283737024221453,355.0
2023-07-24,South,Product A,3019,69,28,3.33,2023,7,24,0,3,Q3,Q4,Q1,Q4,Q3,Q4,Q1,43.7536231884058,107.82142857142857,906.6066066066065,1.4923381117152743,431.2857142857143
2023-07-25,West,Product B,4836,56,56,4.98,2023,7,25,1,3,Q5,Q3,Q4,Q5,Q3,Q4,Q1,86.35714285714286,86.35714285714286,971.0843373493975,2.3905091448344042,690.8571428571429
2023-07-26,West,Product D,1902,33,41,4.42,2023,7,26,2,3,Q2,Q2,Q3,Q5,Q3,Q5,Q2,57.63636363636363,46.390243902439025,430.31674208144796,0.9401878398418191,271.7142857142857
2023-07-27,West,Product E,4161,36,63,3.09,2023,7,27,3,3,Q5,Q2,Q5,Q3,Q3,Q5,Q3,115.58333333333333,66.04761904761905,1346.601941747573,2.056846267918932,594.4285714285714
2023-07-28,South,Product A,3469,20,36,1.25,2023,7,28,4,3,Q4,Q1,Q2,Q1,Q3,Q5,Q3,173.45,96.36111111111111,2775.2,1.7147800296589224,495.57142857142856
2023-07-29,West,Product A,362,83,21,4.33,2023,7,29,5,3,Q1,Q5,Q1,Q5,Q3,Q5,Q4,4.36144578313253,17.238095238095237,83.60277136258661,0.17894216510133465,51.714285714285715
2023-07-30,North,Product B,723,99,43,3.4,2023,7,30,6,3,Q1,Q5,Q3,Q4,Q3,Q5,Q5,7.303030303030303,16.813953488372093,212.64705882352942,0.3573900148294612,103.28571428571429
2023-07-31,South,Product C,1116,81,55,1.46,2023,7,31,0,3,Q1,Q4,Q4,Q1,Q3,Q5,Q1,13.777777777777779,20.29090909090909,764.3835616438356,0.5516559565002471,159.42857142857142
2023-08-01,West,Product B,3743,62,59,1.38,2023,8,1,1,3,Q4,Q4,Q4,Q1,Q4,Q1,Q1,60.37096774193548,63.440677966101696,2712.3188405797105,1.8502224419179436,467.875
2023-08-02,North,Product B,2149,98,49,4.64,2023,8,2,2,3,Q3,Q5,Q3,Q5,Q4,Q1,Q2,21.928571428571427,43.857142857142854,463.14655172413796,1.0622837370242215,268.625
2023-08-03,West,Product C,3823,73,56,3.68,2023,8,3,3,3,Q4,Q4,Q4,Q4,Q4,Q1,Q3,52.36986301369863,68.26785714285714,1038.8586956521738,1.8897676717745922,477.875
2023-08-04,East,Product C,4648,26,62,4.32,2023,8,4,4,3,Q5,Q2,Q4,Q5,Q4,Q1,Q3,178.76923076923077,74.96774193548387,1075.9259259259259,2.2975778546712804,581.0
2023-08-05,West,Product C,3208,66,63,4.52,2023,8,5,5,3,Q4,Q4,Q5,Q5,Q4,Q1,Q4,48.60606060606061,50.92063492063492,709.7345132743363,1.5857637172516066,401.0
2023-08-06,East,Product A,4190,73,53,3.29,2023,8,6,6,3,Q5,Q4,Q4,Q3,Q4,Q1,Q5,57.397260273972606,79.05660377358491,1273.5562310030396,2.0711814137419675,523.75
2023-08-07,West,Product A,2156,73,57,3.07,2023,8,7,0,3,Q3,Q4,Q4,Q3,Q4,Q1,Q1,29.534246575342465,37.824561403508774,702.2801302931597,1.065743944636678,269.5
2023-08-08,West,Product D,3270,40,54,2.72,2023,8,8,1,3,Q4,Q2,Q4,Q3,Q4,Q2,Q1,81.75,60.55555555555556,1202.205882352941,1.6164112703905091,408.75
2023-08-09,South,Product D,1782,17,50,2.27,2023,8,9,2,3,Q2,Q1,Q3,Q2,Q4,Q2,Q2,104.82352941176471,35.64,785.022026431718,0.8808699950568463,222.75
2023-08-10,South,Product B,2355,1,53,2.74,2023,8,10,3,3,Q3,Q1,Q4,Q3,Q4,Q2,Q3,2355.0,44.43396226415094,859.4890510948904,1.1641127039050914,294.375
2023-08-11,East,Product B,1254,89,20,4.1,2023,8,11,4,3,Q2,Q5,Q1,Q4,Q4,Q2,Q3,14.089887640449438,62.7,305.8536585365854,0.6198714780029659,156.75
2023-08-12,South,Product D,4599,61,26,3.41,2023,8,12,5,3,Q5,Q4,Q1,Q4,Q4,Q2,Q4,75.39344262295081,176.8846153846154,1348.6803519061582,2.273356401384083,574.875
2023-08-13,North,Product E,3291,43,25,4.57,2023,8,13,6,3,Q4,Q3,Q1,Q5,Q4,Q2,Q5,76.53488372093024,131.64,720.1312910284463,1.6267918932278793,411.375
2023-08-14,North,Product B,1796,42,50,2.77,2023,8,14,0,3,Q2,Q3,Q3,Q3,Q4,Q3,Q1,42.76190476190476,35.92,648.3754512635379,0.8877904102817598,224.5
2023-08-15,East,Product E,4091,25,23,3.43,2023,8,15,1,3,Q5,Q2,Q1,Q4,Q4,Q3,Q1,163.64,177.8695652173913,1192.7113702623906,2.022244191794365,511.375
2023-08-16,North,Product E,4823,39,58,3.0,2023,8,16,2,3,Q5,Q2,Q4,Q3,Q4,Q3,Q2,123.66666666666667,83.15517241379311,1607.6666666666667,2.384083044982699,602.875
2023-08-17,North,Product C,4782,35,56,3.37,2023,8,17,3,3,Q5,Q2,Q4,Q4,Q4,Q3,Q3,136.62857142857143,85.39285714285714,1418.9910979228487,2.3638161146811667,597.75
2023-08-18,West,Product A,1748,3,21,3.81,2023,8,18,4,3,Q2,Q1,Q1,Q4,Q4,Q3,Q3,582.6666666666666,83.23809523809524,458.79265091863516,0.8640632723677706,218.5
2023-08-19,South,Product D,1545,44,30,1.95,2023,8,19,5,3,Q2,Q3,Q2,Q2,Q4,Q3,Q4,35.11363636363637,51.5,792.3076923076924,0.7637172516065249,193.125
2023-08-20,North,Product A,4299,51,66,3.05,2023,8,20,6,3,Q5,Q3,Q5,Q3,Q4,Q4,Q5,84.29411764705883,65.13636363636364,1409.5081967213116,2.125061789421651,537.375
2023-08-21,North,Product D,4023,94,19,3.0,2023,8,21,0,3,Q5,Q5,Q1,Q3,Q4,Q4,Q1,42.797872340425535,211.73684210526315,1341.0,1.9886307464162136,502.875
2023-08-22,South,Product A,353,98,22,2.54,2023,8,22,1,3,Q1,Q5,Q1,Q2,Q4,Q4,Q1,3.6020408163265305,16.045454545454547,138.9763779527559,0.17449332674246168,44.125
2023-08-23,North,Product D,3283,12,61,2.95,2023,8,23,2,3,Q4,Q1,Q4,Q3,Q4,Q4,Q2,273.5833333333333,53.81967213114754,1112.8813559322034,1.6228373702422145,410.375
2023-08-24,North,Product A,2657,19,44,3.61,2023,8,24,3,3,Q3,Q1,Q3,Q4,Q4,Q4,Q3,139.8421052631579,60.38636363636363,736.01108033241,1.3133959466139398,332.125
2023-08-25,South,Product C,198,44,49,4.8,2023,8,25,4,3,Q1,Q3,Q3,Q5,Q4,Q4,Q3,4.5,4.040816326530612,41.25,0.09787444389520514,24.75
2023-08-26,West,Product E,2300,59,38,3.4,2023,8,26,5,3,Q3,Q3,Q2,Q4,Q4,Q5,Q4,38.983050847457626,60.526315789473685,676.4705882352941,1.1369253583786456,287.5
2023-08-27,North,Product D,3061,49,25,3.97,2023,8,27,6,3,Q3,Q3,Q1,Q4,Q4,Q5,Q5,62.46938775510204,122.44,771.0327455919395,1.5130993573900149,382.625
2023-08-28,South,Product E,4533,61,55,3.03,2023,8,28,0,3,Q5,Q4,Q4,Q3,Q4,Q5,Q1,74.31147540983606,82.41818181818182,1496.039603960396,2.240731586752348,566.625
2023-08-29,North,Product D,3877,17,25,3.54,2023,8,29,1,3,Q4,Q1,Q1,Q4,Q4,Q5,Q1,228.05882352941177,155.08,1095.1977401129943,1.91646070192783,484.625
2023-08-30,North,Product D,2969,74,67,1.28,2023,8,30,2,3,Q3,Q4,Q5,Q1,Q4,Q5,Q2,40.12162162162162,44.3134328358209,2319.53125,1.467622343054869,371.125
2023-08-31,West,Product C,3334,57,20,2.02,2023,8,31,3,3,Q4,Q3,Q1,Q2,Q4,Q5,Q3,58.49122807017544,166.7,1650.4950495049504,1.6480474542758279,416.75
2023-09-01,East,Product A,3891,55,71,2.45,2023,9,1,4,3,Q4,Q3,Q5,Q2,Q4,Q1,Q3,70.74545454545455,54.80281690140845,1588.1632653061224,1.9233811171527435,432.3333333333333
2023-09-02,East,Product D,1056,47,61,2.89,2023,9,2,5,3,Q1,Q3,Q4,Q3,Q4,Q1,Q4,22.46808510638298,17.311475409836067,365.3979238754325,0.5219970341077608,117.33333333333333
2023-09-03,South,Product A,4167,12,20,1.18,2023,9,3,6,3,Q5,Q1,Q1,Q1,Q4,Q1,Q5,347.25,208.35,3531.3559322033902,2.059812160158181,463.0
2023-09-04,East,Product C,260,62,39,1.56,2023,9,4,0,3,Q1,Q4,Q2,Q1,Q4,Q1,Q1,4.193548387096774,6.666666666666667,166.66666666666666,0.12852199703410777,28.88888888888889
2023-09-05,South,Product B,4593,80,23,2.11,2023,9,5,1,3,Q5,Q4,Q1,Q2,Q4,Q1,Q1,57.4125,199.69565217391303,2176.7772511848343,2.270390509144834,510.3333333333333
2023-09-06,East,Product E,1400,88,19,4.89,2023,9,6,2,3,Q2,Q5,Q1,Q5,Q4,Q1,Q2,15.909090909090908,73.6842105263158,286.2985685071575,0.6920415224913494,155.55555555555554
2023-09-07,West,Product D,4087,83,40,2.33,2023,9,7,3,3,Q5,Q5,Q3,Q2,Q4,Q1,Q3,49.24096385542169,102.175,1754.0772532188842,2.0202669303015326,454.1111111111111
2023-09-08,South,Product C,1627,8,61,2.93,2023,9,8,4,3,Q2,Q1,Q4,Q3,Q4,Q2,Q3,203.375,26.672131147540984,555.2901023890785,0.8042511122095897,180.77777777777777
2023-09-09,East,Product A,1318,95,19,1.78,2023,9,9,5,3,Q2,Q5,Q1,Q1,Q4,Q2,Q4,13.873684210526315,69.36842105263158,740.4494382022472,0.6515076618882847,146.44444444444446
2023-09-10,West,Product D,4596,21,55,3.44,2023,9,10,6,3,Q5,Q2,Q4,Q4,Q4,Q2,Q5,218.85714285714286,83.56363636363636,1336.046511627907,2.271873455264459,510.6666666666667
2023-09-11,East,Product A,4835,81,34,2.12,2023,9,11,0,3,Q5,Q4,Q2,Q2,Q4,Q2,Q1,59.69135802469136,142.2058823529412,2280.6603773584907,2.390014829461196,537.2222222222222
2023-09-12,North,Product B,3204,87,52,1.83,2023,9,12,1,3,Q4,Q5,Q4,Q1,Q4,Q2,Q1,36.827586206896555,61.61538461538461,1750.8196721311474,1.5837864557587742,356.0
2023-09-13,North,Product D,2835,80,51,3.07,2023,9,13,2,3,Q3,Q4,Q3,Q3,Q4,Q2,Q2,35.4375,55.588235294117645,923.4527687296418,1.4013840830449826,315.0
2023-09-14,West,Product E,4655,70,40,1.02,2023,9,14,3,3,Q5,Q4,Q3,Q1,Q4,Q3,Q3,66.5,116.375,4563.725490196079,2.301038062283737,517.2222222222222
2023-09-15,North,Product D,1054,72,47,1.03,2023,9,15,4,3,Q1,Q4,Q3,Q1,Q4,Q3,Q3,14.63888888888889,22.425531914893618,1023.3009708737864,0.5210084033613446,117.11111111111111
2023-09-16,North,Product E,4665,25,69,1.88,2023,9,16,5,3,Q5,Q2,Q5,Q1,Q4,Q3,Q4,186.6,67.6086956521739,2481.3829787234044,2.305981216015818,518.3333333333334
2023-09-17,South,Product A,3546,82,25,1.15,2023,9,17,6,3,Q4,Q5,Q1,Q1,Q4,Q3,Q5,43.24390243902439,141.84,3083.4782608695655,1.7528423133959465,394.0
2023-09-18,East,Product D,1145,89,39,1.43,2023,9,18,0,3,Q1,Q5,Q2,Q1,Q4,Q3,Q1,12.865168539325843,29.358974358974358,800.6993006993007,0.5659911023232822,127.22222222222223
2023-09-19,South,Product C,1793,12,61,2.36,2023,9,19,1,3,Q2,Q1,Q4,Q2,Q4,Q3,Q1,149.41666666666666,29.39344262295082,759.7457627118645,0.8863074641621355,199.22222222222223
2023-09-20,East,Product C,3536,15,53,4.21,2023,9,20,2,3,Q4,Q1,Q4,Q5,Q4,Q4,Q2,235.73333333333332,66.71698113207547,839.9049881235154,1.7478991596638656,392.8888888888889
2023-09-21,North,Product B,662,59,22,3.29,2023,9,21,3,3,Q1,Q3,Q1,Q3,Q4,Q4,Q3,11.220338983050848,30.09090909090909,201.2158054711246,0.3272367770637667,73.55555555555556
2023-09-22,South,Product C,2585,26,30,3.05,2023,9,22,4,3,Q3,Q2,Q2,Q3,Q4,Q4,Q3,99.42307692307692,86.16666666666667,847.5409836065575,1.277805239742956,287.22222222222223
2023-09-23,East,Product B,3454,26,46,2.17,2023,9,23,5,3,Q4,Q2,Q3,Q2,Q4,Q4,Q4,132.84615384615384,75.08695652173913,1591.705069124424,1.7073652990608008,383.77777777777777
2023-09-24,East,Product A,325,47,48,4.73,2023,9,24,6,3,Q1,Q3,Q3,Q5,Q4,Q4,Q5,6.914893617021277,6.770833333333333,68.71035940803382,0.1606524962926347,36.111111111111114
2023-09-25,South,Product E,4993,32,64,2.59,2023,9,25,0,3,Q5,Q2,Q5,Q2,Q4,Q4,Q1,156.03125,78.015625,1927.799227799228,2.468116658428077,554.7777777777778
2023-09-26,West,Product A,1059,10,74,1.35,2023,9,26,1,3,Q1,Q1,Q5,Q1,Q4,Q5,Q1,105.9,14.31081081081081,784.4444444444443,0.5234799802273851,117.66666666666667
2023-09-27,East,Product E,4648,16,72,3.0,2023,9,27,2,3,Q5,Q1,Q5,Q3,Q4,Q5,Q2,290.5,64.55555555555556,1549.3333333333333,2.2975778546712804,516.4444444444445
2023-09-28,North,Product E,3167,71,33,1.46,2023,9,28,3,3,Q4,Q4,Q2,Q1,Q4,Q5,Q3,44.605633802816904,95.96969696969697,2169.178082191781,1.5654967869500742,351.8888888888889
2023-09-29,East,Product B,915,17,59,3.0,2023,9,29,4,3,Q1,Q1,Q4,Q3,Q4,Q5,Q3,53.8235294117647,15.508474576271187,305.0,0.4522985664854177,101.66666666666667
2023-09-30,North,Product C,4854,23,47,3.03,2023,9,30,5,3,Q5,Q2,Q3,Q3,Q4,Q5,Q4,211.04347826086956,103.27659574468085,1601.9801980198022,2.3994068215521502,539.3333333333334
2023-10-01,South,Product C,4742,26,74,4.5,2023,10,1,6,4,Q5,Q2,Q5,Q5,Q5,Q1,Q5,182.3846153846154,64.08108108108108,1053.7777777777778,2.3440434997528423,474.2
2023-10-02,East,Product B,3220,85,72,2.97,2023,10,2,0,4,Q4,Q5,Q5,Q3,Q5,Q1,Q1,37.88235294117647,44.72222222222222,1084.175084175084,1.5916955017301038,322.0
